Fourteenth Arrival,Atlantic Arrival,Traffic Light,14 Green Light,14 Red Light,Num Cars N14E,Num Cars S14E,Num Cars EN14W,Num Cars ES14W,Num Cars N Atlantic S,Num Cars S Atlantic N,Avg Wait N14E,Avg Wait S14E,Avg Wait EN14W,Avg Wait ES14W,Avg Wait N Atlantic S,Avg Wait S Atlantic N
0.1,6.0,True,35,15,155,142,135,138,32,37,7.84882258536,6.79104510856,4.08654957956,4.6927740015,9.72357179381,9.67862630186
0.1,6.0,True,35,15,157,168,176,160,42,34,3.2118417625,3.51435308971,3.77739853291,3.92671889296,10.0578539507,10.3496188379
0.1,6.0,True,35,15,177,183,180,163,45,39,4.36256522877,5.94968895297,6.21382500535,4.78284638546,11.5875035093,12.1329642973
0.1,6.0,True,35,15,143,158,134,145,39,25,3.77023997234,5.85523840705,3.97465185875,3.66926238134,11.2397473094,6.85374366337
0.1,6.0,True,35,15,174,162,172,162,44,41,2.91546130126,3.98025373782,5.84814109426,3.57816739612,13.1031256095,11.2847570726
0.1,6.0,True,35,15,138,130,115,100,37,36,2.47971918547,2.63114880891,3.23743683784,2.74814534045,9.44243553816,11.6673960352
0.1,6.0,True,35,15,128,134,146,119,34,41,6.8661149942,6.13614252763,7.17210489447,5.12254778042,7.74297735064,12.6155567621
0.1,6.0,True,35,15,126,150,126,151,37,46,4.06117142943,3.30712904597,3.60103598301,3.83959595233,10.5689735627,10.4154383962
0.1,6.0,True,35,15,122,136,105,146,38,33,4.24830547738,4.37563236909,2.57438693475,3.30825617503,8.18676507949,7.54925206051
0.1,6.0,True,35,15,131,153,127,141,40,30,3.27126223662,2.03550086142,2.98338136888,3.86598177911,13.8314565798,9.49192507744
0.1,6.0,True,35,15,129,119,131,120,33,29,4.07403336578,2.93318892243,3.2513109861,3.55879660678,11.8587103276,8.2410392965
0.1,6.0,True,35,15,138,125,117,120,30,45,6.03425484472,4.60617269536,3.09426179052,5.11544117611,7.08858024972,14.2102492618
0.1,6.0,True,35,15,198,193,199,198,41,31,5.74528983077,4.87511298569,5.18946160923,5.1645420935,9.05471310025,7.48029263392
0.1,6.0,True,35,15,190,156,159,162,44,44,7.17143282964,5.58267032498,4.55065519509,4.98968474925,13.2228587882,11.073905429
0.1,6.0,True,35,15,157,187,159,175,45,35,5.56807451725,5.41162297504,4.45557924762,3.78711132388,8.84452515265,9.13832896703
0.1,6.0,True,35,15,143,177,161,169,46,36,4.56785087484,4.66442463073,4.42182678801,4.59011657364,9.01193460871,9.6349882882
0.1,6.0,True,35,15,161,177,171,161,43,43,3.19052976837,3.55283790601,3.83493549534,4.59326390565,11.5386460472,14.2933529226
0.1,6.0,True,35,15,125,134,127,146,40,29,3.19012963961,3.69188557368,2.18507481703,3.80727159628,11.4471083318,10.5630126125
0.1,6.0,True,35,15,106,114,124,112,38,27,2.18040782971,3.3872912895,3.7609130881,4.22905240241,9.83487712393,7.10243968209
0.1,6.0,True,35,15,147,140,114,147,42,37,4.8084023288,2.21277315819,2.38971832851,2.61820454355,10.2824045595,6.54791188815
0.1,6.0,True,35,15,186,171,156,144,30,48,4.24028166555,3.84344181789,4.05380019385,3.80543368612,8.52630686514,13.2362659701
0.1,6.0,True,35,15,141,161,161,174,46,37,3.17154873909,2.5878476962,3.44099301817,2.9488384266,11.5195227443,13.1450816398
0.1,6.0,True,35,15,127,140,98,148,34,32,6.49000819313,4.91859298839,3.73228202571,5.98070529902,9.01163517112,10.5930647613
0.1,6.0,True,35,15,142,112,135,129,46,37,2.55820238934,1.77116385425,2.27861418436,2.74877907118,10.8211421224,11.9600714246
0.1,6.0,True,35,15,155,163,132,152,34,46,5.47566589398,5.0171321761,4.96126004377,4.01663587786,8.55681257694,12.1942605393
0.1,6.0,True,35,15,146,125,127,133,39,48,5.10151252702,4.55690172088,3.0884352345,3.98393645867,9.07477341565,13.1094442704
0.1,6.0,True,35,15,158,163,137,177,31,43,6.84317265673,6.21353143471,6.49596783544,6.89428932491,10.1411221715,10.9974914892
0.1,6.0,True,35,15,96,96,84,116,33,29,3.04703914473,4.00050876967,4.59835407767,5.22071744727,9.39071826746,8.85141739089
0.1,6.0,True,35,15,155,148,129,146,49,22,3.38960479674,4.23675542984,4.04034687437,4.10348011665,14.7181435365,8.18527185586
0.1,6.0,True,35,15,152,178,164,155,42,41,1.77142217234,2.72810198637,2.87609447342,4.2994600712,10.5777545096,13.1446363165
0.1,6.0,True,35,15,147,153,131,143,35,40,3.20079451659,3.57158592973,3.2795978494,2.83017289145,9.47800903387,12.2883721678
