Fourteenth Arrival,Atlantic Arrival,Traffic Light,14 Green Light,14 Red Light,Num Cars N14E,Num Cars S14E,Num Cars EN14W,Num Cars ES14W,Num Cars N Atlantic S,Num Cars S Atlantic N,Avg Wait N14E,Avg Wait S14E,Avg Wait EN14W,Avg Wait ES14W,Avg Wait N Atlantic S,Avg Wait S Atlantic N
0.5,6.0,False,45,30,113,111,135,111,30,22,0.737217641917,0.815616473015,0.825945765131,0.785274603834,1.74248770368,3.48703226556
0.5,6.0,False,45,30,88,75,71,96,30,25,0.8635494482,0.552709475476,0.57929081664,1.0371454168,2.72332078295,4.67307811187
0.5,6.0,False,45,30,101,122,113,93,27,21,0.483026957465,0.805295661624,0.752483830543,0.670850308985,2.31433455831,1.09905412256
0.5,6.0,False,45,30,103,119,136,108,22,26,0.836732389958,0.617891806873,0.634415763493,0.758341673022,5.02036500877,7.18770579518
0.5,6.0,False,45,30,83,93,82,75,24,28,0.616945585245,0.721605977504,0.602235708168,0.608023168618,3.3454838951,0.925256926923
0.5,6.0,False,45,30,86,79,80,70,21,30,1.21315277113,0.523751479154,0.570919654199,0.571936174325,3.52467817693,5.16724274534
0.5,6.0,False,45,30,108,105,101,117,24,26,0.748979930519,0.736812577154,0.65241449975,1.40788993022,3.62872866186,5.45239312902
0.5,6.0,False,45,30,88,79,84,95,22,33,1.02659086907,0.61764552412,0.73144129464,0.763331846581,5.27475851999,5.8026856999
0.5,6.0,False,45,30,92,98,98,100,20,36,0.852632046485,0.772191460421,0.573804989883,0.925379185239,0.690076756342,5.52113463855
0.5,6.0,False,45,30,95,94,92,107,25,19,0.902370709374,0.658632721102,0.632200916562,0.652628858502,1.04984324985,3.14281504076
0.5,6.0,False,45,30,113,109,100,121,34,20,1.10432403695,0.695253071857,0.635622972674,0.795243155963,9.6902549852,5.06606670247
0.5,6.0,False,45,30,86,87,115,97,27,26,0.71486243925,0.516426127031,0.732303926593,0.67207565491,3.56823612576,6.5378962972
0.5,6.0,False,45,30,122,116,114,116,22,32,0.858666699934,0.651340614432,0.692876170624,1.01294521221,3.51514742911,6.45657806541
0.5,6.0,False,45,30,113,98,102,94,25,33,1.23815637004,0.635954443049,0.686038963799,0.791713337099,9.22791865533,6.67265855274
0.5,6.0,False,45,30,100,84,92,93,27,24,0.940325438386,0.542557200914,0.615784543267,0.742937091796,8.04770069077,2.61141782687
0.5,6.0,False,45,30,103,96,74,99,28,21,0.639245435017,0.706572892031,0.656376526777,0.650953102882,9.47990870583,0.096387316019
0.5,6.0,False,45,30,85,73,73,67,23,27,0.877981341023,0.60352477761,0.560862099061,0.814822635052,5.39903720394,3.25179899274
0.5,6.0,False,45,30,67,58,75,58,32,25,0.629502510582,0.523830028875,0.64540823009,0.657870534278,4.0976159749,6.0521456354
0.5,6.0,False,45,30,77,82,77,79,28,24,0.534424267919,0.662827612681,0.564013992722,0.770206294385,1.87226371182,4.49332171712
0.5,6.0,False,45,30,73,102,73,75,22,23,0.800898348659,0.827723219505,0.511894555379,0.98566984297,3.88190140558,2.56134265442
0.5,6.0,False,45,30,92,77,84,79,21,33,1.06178270656,0.47205979179,0.48795701224,0.547643261599,4.04398547012,9.29333202239
0.5,6.0,False,45,30,85,82,67,79,19,25,0.779039780705,0.527999794823,0.500471720492,0.637841624749,4.90633225185,0.758933914575
0.5,6.0,False,45,30,118,89,91,88,18,30,0.790330501146,0.582996960538,0.625287938245,0.707127247036,0.0742555166154,2.2326841142
